AE2125,07-27010,C27J,10,Alenia C-27J Spartan
AE2126,07-27011,C27J,10,Alenia C-27J Spartan
AE272E,2703,C27J,10,Alenia HC-27J Spartan
AE272F,2704,C27J,10,Alenia HC-27J Spartan
AE2730,2705,C27J,10,Alenia HC-27J Spartan
AE2731,08-27015,C27J,10,Alenia C-27J Spartan
AE4ADF,2707,C27J,10,Alenia HC-27J Spartan
AE4AE0,2708,C27J,10,Alenia HC-27J Spartan
AE4AE1,2709,C27J,10,Alenia HC-27J Spartan
AE4AE2,2710,C27J,10,Alenia HC-27J Spartan
AE4AE3,2711,C27J,10,Alenia HC-27J Spartan
AE4AE4,2712,C27J,10,Alenia HC-27J Spartan
AE4AE5,2713,C27J,10,Alenia HC-27J Spartan
AE4CF8,10-27024,C27J,10,Alenia C-27J Spartan
AE4CF9,10-27025,C27J,10,Alenia C-27J Spartan
AE4CFA,10-27026,C27J,10,Alenia C-27J Spartan
AE4CFB,10-27027,C27J,10,Alenia C-27J Spartan
AE4CFC,10-27028,C27J,10,Alenia C-27J Spartan
AE4CFD,10-27029,C27J,10,Alenia C-27J Spartan
AE4CFE,10-27030,C27J,10,Alenia C-27J Spartan
