AE60E8,160280,T34T,10,Beech T-34C Mentor
AE60E9,160472,T34T,10,Beech T-34C Mentor
AE60EA,160475,T34T,10,Beech T-34C Mentor
AE60EB,160478,T34T,10,Beech T-34C Mentor
AE60EC,160490,T34T,10,Beech T-34C Mentor
AE60ED,160506,T34T,10,Beech T-34C Mentor
AE60EE,160531,T34T,10,Beech T-34C Mentor
AE60EF,160937,T34T,10,Beech T-34C Mentor
AE60F0,160945,T34T,10,Beech T-34C Mentor
AE60F1,160949,T34T,10,Beech T-34C Mentor
AE60F2,161053,T34T,10,Beech T-34C Mentor
AE60F3,161832,T34T,10,Beech T-34C Mentor
AE60F4,161846,T34T,10,Beech T-34C Mentor
AE60F5,162635,T34T,10,Beech T-34C Mentor
AE60F6,164160,T34T,10,Beech T-34C Mentor
AE60F7,164162,T34T,10,Beech T-34C Mentor
